Date,Open,High,Low,Close,Volume,Change
2023-01-02,4245,4245,4055,4075,17132,-0.0400471142520612
2023-01-03,3970,4080,3965,4080,17220,0.0012269938650306678
2023-01-04,4045,4150,3960,4150,7868,0.017156862745097978
2023-01-05,4190,4250,4165,4250,6522,0.024096385542168752
2023-01-06,4250,4290,4225,4235,6561,-0.003529411764705892
2023-01-09,4240,4300,4235,4295,5622,0.01416765053128688
2023-01-10,4335,4370,4315,4370,7619,0.017462165308498312
2023-01-11,4370,4520,4360,4520,19484,0.034324942791762014
2023-01-12,4545,4650,4500,4650,16453,0.028761061946902755
2023-01-13,4605,4650,4570,4575,14173,-0.016129032258064502
2023-01-16,4575,4575,4540,4565,5233,-0.002185792349726823
2023-01-17,4565,4620,4440,4440,9177,-0.027382256297918905
2023-01-18,4440,4740,4440,4700,24736,0.05855855855855863
2023-01-19,4700,4700,4540,4665,12254,-0.007446808510638281
2023-01-20,4665,4705,4570,4695,10385,0.006430868167202508
2023-01-25,4695,4850,4600,4760,32871,0.013844515441959526
2023-01-26,4760,4880,4735,4750,17856,-0.0021008403361344463
2023-01-27,4785,4855,4750,4810,16116,0.012631578947368327
2023-01-30,4860,4955,4800,4900,28910,0.018711018711018657
2023-01-31,4900,4970,4800,4840,17794,-0.01224489795918371
2023-02-01,4840,4885,4800,4805,11380,-0.00723140495867769
2023-02-02,4830,4940,4800,4940,15429,0.02809573361082207
2023-02-03,4940,4960,4865,4925,14608,-0.0030364372469635637
2023-02-06,4950,4955,4895,4895,11876,-0.006091370558375608
2023-02-07,4820,4855,4805,4810,10212,-0.01736465781409602
2023-02-08,4810,4980,4760,4980,26901,0.03534303534303529
2023-02-09,4975,5060,4945,4980,25335,0.0
2023-02-10,5050,5100,4940,4980,31342,0.0
2023-02-13,4980,5030,4920,4940,21569,-0.008032128514056214
2023-02-14,4940,4965,4905,4905,8838,-0.007085020242915019
2023-02-15,4905,4910,4850,4850,19536,-0.011213047910295648
2023-02-16,4830,4995,4805,4995,16737,0.02989690721649474
2023-02-17,4995,5030,4865,4885,9446,-0.02202202202202197
2023-02-20,4855,4950,4825,4940,10277,0.011258955987717423
2023-02-21,4880,5080,4880,5050,19159,0.022267206477732726
2023-02-22,5040,5050,4950,4950,11520,-0.01980198019801982
2023-02-23,4930,4970,4870,4970,6889,0.004040404040404066
2023-02-24,5000,5020,4865,4865,10827,-0.021126760563380254
2023-02-27,4865,4865,4770,4840,6157,-0.005138746145940343
2023-02-28,4710,4980,4675,4950,12849,0.022727272727272707
2023-03-02,4960,5010,4855,4965,9503,0.003030303030302939
2023-03-03,4920,4920,4860,4860,6811,-0.02114803625377648
2023-03-06,4860,4960,4850,4955,9890,0.019547325102880597
2023-03-07,4955,4980,4930,4955,8930,0.0
2023-03-08,4925,4955,4855,4900,5759,-0.011099899091826404
2023-03-09,4840,4900,4795,4845,9140,-0.011224489795918391
2023-03-10,4800,4800,4690,4700,9331,-0.029927760577915352
2023-03-13,4630,4630,4500,4540,10478,-0.03404255319148941
