Date,Open,High,Low,Close,Volume,Change
2023-01-02,127000,127500,122000,123500,40995,-0.027559055118110187
2023-01-03,123000,124000,119500,123500,52834,0.0
2023-01-04,122500,122500,116000,117500,119322,-0.04858299595141702
2023-01-05,117500,118500,115000,116000,64977,-0.012765957446808529
2023-01-06,115500,118500,114500,115500,62125,-0.004310344827586188
2023-01-09,115500,118500,113500,118500,60960,0.025974025974025983
2023-01-10,118000,118500,116000,116500,30827,-0.016877637130801704
2023-01-11,117500,118500,115500,118000,69711,0.012875536480686733
2023-01-12,118500,121500,117500,121000,56227,0.025423728813559254
2023-01-13,121000,121000,116500,117500,78422,-0.02892561983471076
2023-01-16,117500,121500,117000,120500,51202,0.025531914893617058
2023-01-17,120000,121000,117000,117500,55718,-0.024896265560165998
2023-01-18,118000,120500,117000,120000,55977,0.02127659574468077
2023-01-19,119500,125000,118500,125000,69378,0.04166666666666674
2023-01-20,124000,125500,120000,120500,64138,-0.03600000000000003
2023-01-25,121500,123000,120500,122500,35257,0.016597510373443924
2023-01-26,123700,123700,119300,119900,55403,-0.0212244897959184
2023-01-27,120000,121400,118900,119500,44841,-0.0033361134278565574
2023-01-30,119500,120500,118800,120200,34850,0.0058577405857740406
2023-01-31,120000,123000,119500,122900,52891,0.022462562396006636
2023-02-01,122500,122900,119200,120400,70348,-0.020341741253051215
2023-02-02,120400,121600,118600,119600,32135,-0.006644518272425293
2023-02-03,119600,122000,118600,120800,43354,0.010033444816053505
2023-02-06,120100,121300,119300,119600,21877,-0.009933774834437137
2023-02-07,119600,119800,117000,118400,32529,-0.010033444816053505
2023-02-08,118400,119900,117600,118700,37597,0.0025337837837837718
2023-02-09,119300,119900,118000,118300,34474,-0.0033698399326032025
2023-02-10,118200,122000,116700,120600,60421,0.019442096365173356
2023-02-13,120600,129400,120600,129000,133616,0.06965174129353224
2023-02-14,129900,131400,127800,128500,65180,-0.003875968992248069
2023-02-15,123500,127300,120700,125300,216101,-0.024902723735408583
2023-02-16,124600,125200,122200,122500,58802,-0.022346368715083775
2023-02-17,122600,123600,121500,123200,29375,0.005714285714285783
2023-02-20,123200,124500,121200,121600,26563,-0.012987012987012991
2023-02-21,123100,125600,122700,124600,44823,0.024671052631578982
2023-02-22,123100,123900,121000,121400,43052,-0.025682182985553803
2023-02-23,121500,122000,119900,121600,41938,0.0016474464579900872
2023-02-24,122000,124500,120000,121000,34243,-0.004934210526315819
2023-02-27,120300,121900,118800,121700,42644,0.005785123966942196
2023-02-28,121700,122200,119300,119300,33473,-0.019720624486442073
2023-03-02,121400,124300,121300,123900,65739,0.038558256496227905
2023-03-03,123900,124300,122200,123600,17471,-0.002421307506053294
2023-03-06,123200,123500,120500,120600,43207,-0.024271844660194164
2023-03-07,121400,125600,120900,123000,56132,0.01990049751243772
2023-03-08,123100,123300,121500,122100,26982,-0.007317073170731714
2023-03-09,123000,125000,122200,122800,31727,0.005733005733005836
2023-03-10,122100,124400,122000,122000,25678,-0.006514657980456029
2023-03-13,122000,122300,117700,121700,60602,-0.0024590163934425924
2023-03-14,122800,122800,114400,114500,67935,-0.05916187345932622
2023-03-15,116900,117100,113400,116700,56634,0.019213973799126594
2023-03-16,115600,116600,113100,115000,43550,-0.014567266495287057
2023-03-17,116200,118000,113500,113500,99647,-0.013043478260869601
2023-03-20,114000,114700,112000,113800,38706,0.002643171806167466
2023-03-21,114200,120900,114200,119600,64849,0.05096660808435849
2023-03-22,119900,120200,116900,117000,38702,-0.021739130434782594
2023-03-23,117100,117900,113600,114200,61511,-0.023931623931623958
2023-03-24,115100,115800,113100,113800,57624,-0.003502626970227629
2023-03-27,113900,116500,113000,115300,30847,0.013181019332161759
2023-03-28,115000,118200,115000,117800,29859,0.021682567215958404
2023-03-29,118000,118900,116200,118500,37172,0.005942275042444711
2023-03-30,118500,118500,115800,116400,25066,-0.017721518987341756
2023-03-31,116300,122200,115800,119200,57016,0.02405498281786933
2023-04-03,119500,120800,118300,120000,25497,0.006711409395973256
2023-04-04,120300,123000,119000,122600,23104,0.021666666666666723
2023-04-05,122900,125600,122100,123800,33769,0.00978792822185981
2023-04-06,123800,126100,121700,124100,24224,0.0024232633279483995
2023-04-07,126000,126000,120600,121200,35797,-0.023368251410153085
2023-04-10,121200,122400,119000,121600,27839,0.0033003300330032292
2023-04-11,122500,125500,120800,124800,41439,0.026315789473684292
2023-04-12,124800,125700,121100,121100,86564,-0.029647435897435903
2023-04-13,121200,122700,120100,121500,69326,0.003303055326176807
2023-04-14,121500,123600,120900,120900,79820,-0.004938271604938316
2023-04-17,120900,120900,117700,117800,63539,-0.02564102564102566
2023-04-18,117800,118500,116700,118100,31653,0.002546689303905003
2023-04-19,118400,121000,117400,119400,67060,0.01100762066045724
2023-04-20,119800,120300,117500,118700,35509,-0.005862646566164198
2023-04-21,119000,119000,116300,117600,47789,-0.009267059814658807
2023-04-24,117600,119800,117200,119100,34350,0.012755102040816313
2023-04-25,118500,118700,117200,117600,37239,-0.012594458438287104
2023-04-26,116600,123900,116500,121500,74891,0.03316326530612246
2023-04-27,121500,123300,117000,117000,65570,-0.03703703703703709
2023-04-28,117500,117900,115600,116400,42922,-0.00512820512820511
2023-05-02,116400,121700,116400,120400,49598,0.03436426116838498
2023-05-03,120200,127600,119400,124000,127618,0.029900332225913706
2023-05-04,123100,127800,120100,120500,90297,-0.028225806451612878
2023-05-08,120500,120900,117800,118500,46130,-0.016597510373444035
2023-05-09,118500,119900,116800,117400,41001,-0.009282700421940904
2023-05-10,118000,118500,116100,116600,41344,-0.006814310051107331
2023-05-11,116700,117200,114600,114600,59159,-0.01715265866209259
2023-05-12,115000,115000,112700,113700,40320,-0.007853403141361293
2023-05-15,113600,114700,111900,114500,38431,0.0070360598065084545
2023-05-16,113100,115200,110100,112500,124623,-0.017467248908296984
2023-05-17,112500,112600,109600,111600,76256,-0.008000000000000007
2023-05-18,111600,112300,108300,108700,87665,-0.025985663082437327
2023-05-19,108700,109400,107600,108000,52311,-0.0064397424103035394
2023-05-22,108900,109200,107600,108000,43395,0.0
2023-05-23,108700,108700,106500,108200,70190,0.0018518518518517713
2023-05-24,108700,112200,107900,108800,97039,0.005545286506469571
2023-05-25,108800,108800,105700,106600,86290,-0.020220588235294157
2023-05-26,106600,107300,105500,106800,39066,0.0018761726078799779
2023-05-30,106800,107500,104900,105200,51433,-0.014981273408239737
2023-05-31,106000,108800,105800,108100,75293,0.027566539923954414
2023-06-01,108600,117300,107400,115700,192457,0.07030527289546717
2023-06-02,115800,118000,114000,116000,90469,0.0025929127052721768
2023-06-05,115800,119500,115000,118800,68723,0.024137931034482696
2023-06-07,119200,121400,118400,119000,73170,0.0016835016835017313
2023-06-08,118300,123200,118300,121000,116614,0.01680672268907557
2023-06-09,122200,122300,119200,120100,41190,-0.007438016528925617
