Date,Open,High,Low,Close,Volume,Change
2023-01-02,7600,7620,7440,7510,28673,-0.011842105263157876
2023-01-03,7420,7510,6820,7370,56295,-0.018641810918774926
2023-01-04,7130,7670,7130,7570,34467,0.027137042062415295
2023-01-05,7570,7590,7310,7570,41040,0.0
2023-01-06,7490,7810,7490,7640,25458,0.009247027741083214
2023-01-09,7710,7800,7590,7680,32958,0.005235602094240788
2023-01-10,7620,7740,7600,7630,38795,-0.00651041666666663
2023-01-11,7710,7800,7650,7760,27330,0.017038007863696025
2023-01-12,7820,7850,7700,7780,36220,0.002577319587628857
2023-01-13,7790,7870,7760,7830,28431,0.006426735218509005
2023-01-16,7890,8050,7830,7950,31910,0.015325670498084198
2023-01-17,8010,8040,7740,7760,37007,-0.023899371069182385
2023-01-18,7720,7780,7660,7690,21172,-0.009020618556700999
2023-01-19,7670,7690,7620,7660,9326,-0.0039011703511053764
2023-01-20,7640,7940,7640,7850,19815,0.024804177545691974
2023-01-25,7850,8000,7770,7830,21801,-0.002547770700636942
2023-01-26,7790,7910,7790,7890,22827,0.00766283524904221
2023-01-27,7900,8020,7860,7920,33180,0.0038022813688212143
2023-01-30,7920,7930,7730,7740,30748,-0.022727272727272707
2023-01-31,7720,7810,7590,7740,59030,0.0
2023-02-01,7750,8100,7750,7950,64673,0.027131782945736482
2023-02-02,8120,8120,7900,8000,50344,0.0062893081761006275
2023-02-03,7930,8040,7850,7940,34654,-0.007499999999999951
2023-02-06,7860,7920,7810,7890,18483,-0.006297229219143552
2023-02-07,7870,7930,7820,7890,28611,0.0
2023-02-08,7900,7920,7830,7860,22453,-0.0038022813688213253
2023-02-09,7870,7870,7750,7830,26184,-0.003816793893129722
2023-02-10,7820,7820,7630,7710,30741,-0.01532567049808431
2023-02-13,7710,7710,7600,7680,12653,-0.0038910505836575737
2023-02-14,7660,7740,7630,7670,37064,-0.0013020833333333703
2023-02-15,7710,7710,7510,7510,33112,-0.020860495436766602
2023-02-16,7510,7660,7490,7540,31523,0.003994673768308976
2023-02-17,7570,7650,7510,7630,15087,0.011936339522546469
2023-02-20,7620,7680,7580,7630,11234,0.0
2023-02-21,7590,7810,7590,7730,23012,0.013106159895150737
2023-02-22,7730,7780,7520,7710,20502,-0.002587322121604174
2023-02-23,7650,7670,7550,7580,20215,-0.016861219195849597
2023-02-24,7610,7610,7380,7400,33556,-0.0237467018469657
2023-02-27,7370,7380,7240,7270,16300,-0.01756756756756761
2023-02-28,7270,8420,7270,8070,841624,0.11004126547455306
2023-03-02,7840,8110,7710,7870,311216,-0.024783147459727428
2023-03-03,7950,8400,7950,8170,264421,0.03811944091486663
2023-03-06,8200,8230,7970,8100,117168,-0.008567931456548328
2023-03-07,8080,8300,8040,8260,98861,0.01975308641975304
2023-03-08,8170,8280,8090,8270,64921,0.001210653753026536
2023-03-09,8270,8290,8090,8090,56981,-0.021765417170495738
2023-03-10,8050,8280,7990,8040,53765,-0.006180469715698411
2023-03-13,7920,7970,7600,7760,122844,-0.03482587064676612
2023-03-14,7610,7760,7400,7750,107044,-0.0012886597938144284
2023-03-15,8000,8470,7960,8250,418977,0.06451612903225801
2023-03-16,8240,8920,7750,8020,551558,-0.027878787878787836
2023-03-17,8240,8510,8070,8400,186252,0.04738154613466339
2023-03-20,8400,8760,8370,8590,136209,0.02261904761904754
2023-03-21,8690,8990,8490,8670,235013,0.0093131548311991
2023-03-22,8780,8780,8440,8600,102320,-0.008073817762399127
2023-03-23,8570,8700,8340,8470,100962,-0.015116279069767424
2023-03-24,8490,8720,8460,8570,80813,0.011806375442739103
2023-03-27,8570,8660,8390,8520,55553,-0.005834305717619559
2023-03-28,8520,8800,8450,8700,119411,0.021126760563380254
2023-03-29,8870,9090,8800,9040,208973,0.03908045977011487
2023-03-30,9040,9170,8950,9020,108457,-0.0022123893805309214
2023-03-31,9020,9100,8750,8840,82304,-0.019955654101995512
2023-04-03,9000,9240,8840,9150,154337,0.03506787330316752
2023-04-04,9080,9230,9020,9110,68922,-0.0043715846994535346
2023-04-05,9110,9360,9020,9350,108637,0.026344676180021898
2023-04-06,9390,9390,8960,9030,107829,-0.03422459893048124
2023-04-07,9150,9150,8940,8950,46524,-0.008859357696566983
2023-04-10,8750,9020,8730,8880,55645,-0.007821229050279377
2023-04-11,8830,9230,8810,9220,87025,0.03828828828828823
2023-04-12,9400,9550,9290,9370,114483,0.01626898047722336
2023-04-13,9350,9600,9160,9520,69875,0.016008537886873064
2023-04-14,9520,9620,9390,9480,62886,-0.004201680672268893
2023-04-17,9490,9600,9340,9550,52937,0.007383966244725704
2023-04-18,9610,9610,9360,9500,27013,-0.005235602094240788
2023-04-19,9500,9750,9420,9670,84394,0.017894736842105186
2023-04-20,9620,9720,9350,9430,47644,-0.024819027921406445
2023-04-21,9320,9490,9200,9370,54153,-0.006362672322375418
2023-04-24,9320,9350,9030,9100,43979,-0.028815368196371427
2023-04-25,9100,9200,8800,9150,74122,0.005494505494505475
2023-04-26,9100,9130,8810,8870,49806,-0.030601092896174853
2023-04-27,8870,9060,8760,9000,28817,0.014656144306651742
2023-04-28,9070,9230,8870,9000,58896,0.0
2023-05-02,9000,9210,8900,9130,49843,0.014444444444444482
2023-05-03,9150,9350,9130,9300,65858,0.018619934282584794
2023-05-04,9250,9570,9160,9410,62382,0.011827956989247213
2023-05-08,9480,9580,9410,9480,50395,0.007438894792773709
2023-05-09,9390,9480,8590,9210,51922,-0.02848101265822789
2023-05-10,9290,9530,9140,9390,61217,0.019543973941368087
2023-05-11,9320,9600,9320,9490,54266,0.010649627263045858
2023-05-12,9520,9590,9280,9290,43310,-0.021074815595363505
2023-05-15,9270,9280,8910,9180,68184,-0.011840688912809427
2023-05-16,9200,9390,9100,9190,73683,0.0010893246187364536
2023-05-17,9180,9230,9040,9200,39520,0.0010881392818280489
2023-05-18,9200,9260,9100,9200,39828,0.0
2023-05-19,9230,9270,9090,9170,55906,-0.003260869565217428
2023-05-22,9170,9440,9170,9360,45738,0.02071973827699014
2023-05-23,9300,9420,9160,9190,28856,-0.01816239316239321
2023-05-24,9140,9220,9080,9160,28417,-0.0032644178454842576
2023-05-25,9130,9230,9010,9030,31854,-0.014192139737991272
2023-05-26,9090,9250,9010,9040,30882,0.001107419712070845
2023-05-30,9050,9180,9030,9090,28705,0.005530973451327359
2023-05-31,9070,9170,8910,8920,39006,-0.018701870187018743
2023-06-01,8910,8980,8750,8900,51086,-0.0022421524663677195
2023-06-02,8910,9540,8850,9080,184231,0.020224719101123556
2023-06-05,9110,9360,9100,9320,64425,0.026431718061673992
2023-06-07,9320,9430,9220,9300,37168,-0.0021459227467811592
2023-06-08,9280,9280,9180,9230,26121,-0.007526881720430145
