Date,Open,High,Low,Close,Volume,Change
2023-01-02,11600,11700,11200,11250,2059497,-0.025974025974025983
2023-01-03,11250,11500,11100,11450,2183993,0.01777777777777767
2023-01-04,11350,11900,11350,11900,2855036,0.0393013100436681
2023-01-05,11850,12450,11850,12400,4531914,0.04201680672268915
2023-01-06,12350,12700,12300,12450,3900142,0.0040322580645162365
2023-01-09,12600,12700,12300,12400,2795327,-0.004016064257028162
2023-01-10,12400,12700,12300,12700,2435948,0.024193548387096753
2023-01-11,12700,12700,12350,12350,2687370,-0.027559055118110187
2023-01-12,12400,12550,12350,12350,2818179,0.0
2023-01-13,12400,12800,12300,12750,4037630,0.03238866396761142
2023-01-16,12750,13400,12700,13300,6163074,0.04313725490196085
2023-01-17,13200,13300,12850,12850,3369812,-0.03383458646616544
2023-01-18,12850,12900,12600,12800,2369189,-0.0038910505836575737
2023-01-19,12650,12750,12400,12500,2624786,-0.0234375
2023-01-20,12450,12800,12450,12700,2198932,0.016000000000000014
2023-01-25,12800,12950,12750,12890,2263463,0.014960629921259905
2023-01-26,12890,13370,12890,13370,4693207,0.03723816912335143
2023-01-27,13350,13500,13220,13480,3675353,0.008227374719521396
2023-01-30,13460,13510,13320,13440,3127477,-0.0029673590504450953
2023-01-31,13440,13500,12780,12790,4524749,-0.04836309523809523
2023-02-01,12810,12910,12670,12800,2662426,0.0007818608287724071
2023-02-02,12820,12850,12470,12550,3243812,-0.01953125
2023-02-03,12510,12720,12400,12520,2812319,-0.0023904382470119057
2023-02-06,12490,12490,12220,12330,2858638,-0.015175718849840258
2023-02-07,12340,12370,12230,12300,1963216,-0.0024330900243308973
2023-02-08,12310,12810,12310,12800,3442538,0.04065040650406515
2023-02-09,12850,12920,12400,12430,3300649,-0.028906250000000022
2023-02-10,12440,12740,12390,12650,2379611,0.017699115044247815
2023-02-13,12560,12950,12560,12950,3204914,0.02371541501976293
2023-02-14,12900,12930,12500,12590,3285926,-0.027799227799227832
2023-02-15,12550,12550,12160,12200,4085986,-0.030976965845909477
2023-02-16,12200,12300,12040,12130,3043985,-0.0057377049180328266
2023-02-17,12100,12490,12100,12400,2447769,0.022258862324814555
2023-02-20,12380,12440,12270,12390,1206388,-0.0008064516129032695
2023-02-21,12390,12490,12260,12390,1439823,0.0
2023-02-22,12340,12360,12160,12190,1665701,-0.01614205004035507
2023-02-23,12210,12430,12190,12210,1804960,0.001640689089417613
2023-02-24,12190,12400,12180,12310,2745395,0.008190008190008147
2023-02-27,12240,12280,12030,12150,1983694,-0.012997562956945541
2023-02-28,12150,12260,12110,12200,2772077,0.004115226337448652
2023-03-02,12150,12230,11860,11960,4031150,-0.01967213114754096
2023-03-03,11950,12030,11680,11710,3021688,-0.020903010033444858
2023-03-06,11720,11860,11640,11690,2968575,-0.0017079419299743659
2023-03-07,11700,11860,11650,11780,1857755,0.007698887938409005
2023-03-08,11800,11870,11620,11650,2202726,-0.011035653650254718
