Date,Open,High,Low,Close,Volume,Change
2023-01-02,18650,18650,17300,17400,38526,-0.04395604395604391
2023-01-03,17500,17650,16800,17200,22702,-0.011494252873563204
2023-01-04,17050,17900,16950,17600,23019,0.023255813953488413
2023-01-05,17600,18250,17500,18150,16272,0.03125
2023-01-06,18150,18950,17950,18600,27808,0.024793388429751984
2023-01-09,18600,18950,18550,18750,21476,0.008064516129032251
2023-01-10,18900,19150,18700,18950,12479,0.010666666666666602
2023-01-11,19100,19100,18700,18750,8492,-0.01055408970976257
2023-01-12,18800,18900,18700,18850,6256,0.005333333333333412
2023-01-13,18900,19050,18700,18900,12666,0.0026525198938991412
2023-01-16,19200,19200,18650,18850,16915,-0.002645502645502673
2023-01-17,18850,19350,18850,19050,22119,0.010610079575596787
2023-01-18,19050,19100,18600,18800,9090,-0.013123359580052507
2023-01-19,18550,19000,18450,18800,33506,0.0
2023-01-20,18600,19500,18600,19400,26288,0.03191489361702127
2023-01-25,19450,19470,19260,19380,12303,-0.0010309278350515427
2023-01-26,19400,19860,19260,19850,44349,0.0242518059855521
2023-01-27,19850,20400,19770,20250,34773,0.02015113350125941
2023-01-30,20300,20400,19910,20250,16864,0.0
2023-01-31,20250,20250,19940,20100,11930,-0.007407407407407418
2023-02-01,20100,20350,19900,20000,12381,-0.00497512437810943
2023-02-02,20050,20250,19910,19910,8430,-0.0044999999999999485
2023-02-03,20100,20200,19850,20100,8285,0.00954294324460081
2023-02-06,19910,20250,19740,20050,16179,-0.0024875621890547706
2023-02-07,19900,20200,19770,19950,14512,-0.004987531172069848
2023-02-08,19980,20400,19900,20250,16523,0.015037593984962516
2023-02-09,20250,20300,19980,19990,9491,-0.012839506172839465
2023-02-10,19990,20200,19750,20000,13959,0.0005002501250626068
2023-02-13,19810,19810,19370,19520,15924,-0.02400000000000002
2023-02-14,19640,20200,19530,19900,21223,0.01946721311475419
2023-02-15,19890,19890,19350,19440,18898,-0.02311557788944718
2023-02-16,19400,19800,19340,19430,13820,-0.0005144032921811093
2023-02-17,19240,19820,19240,19660,17914,0.011837364899639713
2023-02-20,19460,19800,19340,19600,10632,-0.003051881993896277
2023-02-21,19690,20300,19680,20100,28092,0.025510204081632626
2023-02-22,20050,20050,19630,19680,24338,-0.020895522388059695
2023-02-23,19680,19860,19490,19800,28632,0.0060975609756097615
2023-02-24,19800,19850,19410,19500,16231,-0.015151515151515138
2023-02-27,19500,19500,19010,19100,15940,-0.02051282051282055
2023-02-28,19110,19200,19040,19110,10694,0.0005235602094240122
2023-03-02,19110,19800,18330,19300,13379,0.009942438513867113
2023-03-03,19580,19600,19150,19200,8877,-0.005181347150259086
2023-03-06,19320,19320,18950,19080,15160,-0.006249999999999978
2023-03-07,19080,19450,19000,19270,12395,0.009958071278826086
2023-03-08,19400,19400,18910,19050,10463,-0.01141670991178001
2023-03-09,19300,19300,18970,18980,9070,-0.0036745406824146842
2023-03-10,18980,19000,18560,18730,12657,-0.013171759747102163
2023-03-13,18410,18730,18200,18600,14783,-0.006940736785905011
2023-03-14,18510,18510,18000,18010,21707,-0.0317204301075269
2023-03-15,18390,18390,18010,18150,13877,0.007773459189339249
2023-03-16,18150,18200,17870,18040,8862,-0.0060606060606061
2023-03-17,18040,18520,18020,18320,22287,0.015521064301552201
2023-03-20,18280,18430,18040,18100,10009,-0.012008733624454093
2023-03-21,18210,18250,17930,18040,13438,-0.0033149171270717703
2023-03-22,18100,18100,17780,17860,20702,-0.009977827050997812
2023-03-23,17850,17850,17310,17480,22513,-0.021276595744680882
2023-03-24,17480,17490,17200,17350,11212,-0.007437070938215107
2023-03-27,17350,17360,16800,16860,34933,-0.028242074927953942
2023-03-28,17000,17030,16770,17000,25551,0.008303677342823335
2023-03-29,16840,17150,16840,17100,9220,0.00588235294117645
2023-03-30,17290,17470,16910,17420,25013,0.01871345029239757
2023-03-31,17420,17590,17200,17310,21002,-0.006314580941446657
2023-04-03,17260,17780,17260,17600,12068,0.01675332177931832
2023-04-04,17600,17800,17350,17750,29629,0.008522727272727293
2023-04-05,17750,17750,17420,17520,14754,-0.012957746478873267
2023-04-06,17550,17600,17180,17200,22797,-0.0182648401826484
2023-04-07,17120,17400,17080,17240,11251,0.0023255813953488857
2023-04-10,17100,17100,16940,17020,14327,-0.012761020881670526
2023-04-11,16920,17290,16850,17260,13860,0.014101057579318343
2023-04-12,17260,17590,17260,17460,28075,0.011587485515643037
2023-04-13,17460,17570,17310,17430,8521,-0.0017182130584192379
2023-04-14,17470,17690,17430,17600,28439,0.009753298909925379
2023-04-17,17600,17600,17410,17430,7572,-0.009659090909090895
2023-04-18,17430,17470,16800,17120,21449,-0.017785427423981592
2023-04-19,17120,17570,17100,17500,34009,0.02219626168224309
2023-04-20,17600,17610,17130,17190,17540,-0.017714285714285682
2023-04-21,17150,17310,17000,17250,14511,0.003490401396160525
2023-04-24,17250,17290,16970,17060,12754,-0.011014492753623206
2023-04-25,17060,17240,16880,16980,16483,-0.004689331770222793
2023-04-26,16980,17140,16840,17010,10223,0.0017667844522968323
2023-04-27,17000,17090,16790,17050,10419,0.0023515579071133885
2023-04-28,17270,17270,16930,17080,8474,0.0017595307917888103
2023-05-02,17080,17200,17030,17080,10733,0.0
2023-05-03,16810,16990,16810,16900,25036,-0.010538641686182681
2023-05-04,16840,17050,16830,16920,6489,0.0011834319526626835
2023-05-08,16980,17310,16960,17280,15212,0.02127659574468077
2023-05-09,17270,17350,17050,17290,6833,0.0005787037037037202
2023-05-10,17290,17450,17210,17280,12630,-0.0005783689994216523
2023-05-11,17280,17390,17210,17320,7784,0.0023148148148148806
2023-05-12,17390,17390,17030,17050,7256,-0.01558891454965361
2023-05-15,17050,17050,16770,16820,19840,-0.013489736070381286
2023-05-16,16820,17090,16720,16720,26826,-0.005945303210463715
2023-05-17,16720,16720,16640,16660,19455,-0.0035885167464114742
2023-05-18,16670,16820,16620,16660,15565,0.0
2023-05-19,16670,16770,16670,16750,11836,0.005402160864345751
2023-05-22,16750,17000,16750,16850,38643,0.005970149253731405
2023-05-23,16980,16980,16650,16720,36643,-0.00771513353115727
2023-05-24,16670,17300,16610,16840,80652,0.0071770334928229484
2023-05-25,16740,16880,16580,16660,31214,-0.0106888361045131
2023-05-26,16710,16800,16210,16380,58270,-0.01680672268907568
2023-05-30,16400,16540,16320,16400,15226,0.0012210012210012167
2023-05-31,16400,16490,16240,16290,30775,-0.006707317073170738
2023-06-01,16240,16340,16230,16290,22139,0.0
2023-06-02,16290,16330,16220,16290,25059,0.0
2023-06-05,16400,16690,16310,16530,40114,0.014732965009208066
2023-06-07,16680,16800,16530,16630,23160,0.006049606775559546
2023-06-08,16630,16640,16410,16560,11989,-0.004209260372820212
2023-06-09,16640,16790,16580,16640,27332,0.004830917874396157
