Date,Open,High,Low,Close,Volume,Change
2023-01-02,28900,29600,27800,28450,65709,-0.01215277777777779
2023-01-03,28100,29750,27800,29300,108300,0.02987697715289972
2023-01-04,29200,30250,28150,28500,127791,-0.027303754266211566
2023-01-05,28650,29300,28400,28500,79229,0.0
2023-01-06,28200,28450,27200,27250,176429,-0.04385964912280704
2023-01-09,27900,29750,27500,28300,369387,0.038532110091743066
2023-01-10,28350,29350,27450,29200,243869,0.03180212014134276
2023-01-11,30200,35250,30100,34900,2567895,0.1952054794520548
2023-01-12,35750,37800,35050,36450,1657318,0.044412607449856756
2023-01-13,36650,37300,34550,34950,559179,-0.04115226337448563
2023-01-16,34950,36500,34650,35450,417711,0.014306151645207432
2023-01-17,35500,38450,35000,37050,1009229,0.04513399153737652
2023-01-18,37600,40000,37050,38600,1192762,0.04183535762483137
2023-01-19,37950,42000,37350,39500,1461121,0.023316062176165886
2023-01-20,39950,40300,38500,39000,461632,-0.012658227848101222
2023-01-25,39400,40350,38350,40000,409824,0.02564102564102555
2023-01-26,39600,39800,37500,37900,522168,-0.05249999999999999
2023-01-27,37900,38750,37350,38150,344095,0.006596306068601621
2023-01-30,37850,38650,37150,38000,251688,-0.003931847968545177
2023-01-31,38000,42850,37650,42200,1666879,0.11052631578947358
2023-02-01,41800,42250,40350,41250,498608,-0.02251184834123221
2023-02-02,41600,46000,41600,44750,1138540,0.08484848484848495
2023-02-03,45000,46400,43200,44950,639694,0.004469273743016755
2023-02-06,44750,45700,43900,44650,326333,-0.006674082313681828
2023-02-07,44600,48850,43550,47050,1530960,0.053751399776035935
2023-02-08,48050,49300,47150,48850,699033,0.03825717321997879
2023-02-09,49800,53500,49500,51200,1469305,0.048106448311156624
2023-02-10,58000,58000,46600,49350,5686442,-0.0361328125
2023-02-13,49350,49950,46700,47000,1106980,-0.04761904761904767
2023-02-14,47150,50900,47000,49300,1542516,0.04893617021276597
2023-02-15,50500,53500,49200,50600,2184697,0.026369168356997985
2023-02-16,52300,52400,48650,50900,1301825,0.005928853754940677
2023-02-17,49950,51100,46800,46800,1004998,-0.08055009823182713
2023-02-20,45900,47400,45350,46050,518341,-0.01602564102564108
2023-02-21,46350,47500,45850,46500,452713,0.009771986970684043
2023-02-22,45400,46600,44700,45650,380662,-0.018279569892473146
2023-02-23,45700,49500,45350,48900,755885,0.07119386637458924
2023-02-24,48700,48750,45550,45550,488073,-0.06850715746421265
2023-02-27,45700,47450,44700,46300,447193,0.016465422612513825
2023-02-28,46300,48450,44600,47700,740015,0.030237580993520474
2023-03-02,47000,47150,44700,44800,501498,-0.06079664570230603
2023-03-03,44900,46100,43550,45550,434896,0.016741071428571397
