Date,Open,High,Low,Close,Volume,Change
2023-01-02,29800,29800,28500,29250,21842,-0.005102040816326481
2023-01-03,29250,29250,27600,28400,31782,-0.029059829059829068
2023-01-04,28250,28500,27750,28500,21278,0.0035211267605634866
2023-01-05,28150,28900,28150,28700,12109,0.007017543859649145
2023-01-06,28100,29100,27950,28200,37437,-0.017421602787456414
2023-01-09,28300,29500,28300,29450,24929,0.04432624113475181
2023-01-10,29400,29900,29000,29650,13552,0.00679117147707986
2023-01-11,29700,29950,29300,29900,13021,0.008431703204047292
2023-01-12,29900,30100,29550,29650,11806,-0.00836120401337792
2023-01-13,30100,30300,29600,29950,15500,0.010118043844856706
2023-01-16,29750,30250,29000,29300,25117,-0.02170283806343909
2023-01-17,29050,29550,29050,29250,15613,-0.0017064846416382506
2023-01-18,29550,29550,28600,29200,26787,-0.0017094017094017033
2023-01-19,29050,29750,28750,29450,18473,0.008561643835616417
2023-01-20,29300,29550,28600,28900,36616,-0.018675721561969394
2023-01-25,29000,29050,28750,28900,22828,0.0
2023-01-26,28800,29400,28800,29350,16840,0.015570934256055269
2023-01-27,29300,29600,29100,29350,25520,0.0
2023-01-30,29350,29550,29200,29200,21630,-0.005110732538330498
2023-01-31,29350,29850,29250,29850,28529,0.022260273972602773
2023-02-01,29600,30050,29350,29900,20601,0.0016750418760469454
2023-02-02,30050,30400,29750,30000,34355,0.0033444816053511683
2023-02-03,29900,30750,29700,30550,27898,0.018333333333333313
2023-02-06,30550,30700,29700,30500,16695,-0.0016366612111292644
2023-02-07,30100,30500,29650,30000,36518,-0.016393442622950838
2023-02-08,29900,30400,29750,30250,16496,0.008333333333333304
2023-02-09,30100,30550,30050,30450,17122,0.006611570247933907
2023-02-10,30050,30250,29700,30150,17890,-0.009852216748768461
2023-02-13,29800,29800,29200,29350,18338,-0.026533996683250405
2023-02-14,29400,29850,29350,29600,19322,0.008517887563884052
2023-02-15,29600,29650,28800,28800,26626,-0.027027027027026973
2023-02-16,29100,29300,28700,29300,15461,0.01736111111111116
2023-02-17,29300,29300,28700,29100,12122,-0.0068259385665528916
2023-02-20,29200,30200,29200,30100,25821,0.03436426116838498
2023-02-21,30100,30300,29700,30200,14036,0.0033222591362125353
2023-02-22,29850,29950,29150,29300,21299,-0.0298013245033113
2023-02-23,29250,29650,29150,29450,23181,0.005119453924914641
2023-02-24,29450,29750,29200,29550,14042,0.00339558573853993
2023-02-27,29550,30000,28800,29200,40320,-0.011844331641285955
2023-02-28,29250,30000,29250,29950,18753,0.02568493150684925
2023-03-02,29950,30000,29500,29500,18949,-0.015025041736227096
2023-03-03,29500,30000,29500,29950,11609,0.015254237288135686
2023-03-06,30000,30200,29500,29650,18774,-0.01001669449081799
2023-03-07,29650,29750,29300,29300,18477,-0.01180438448566612
2023-03-08,29300,29450,28700,28850,24278,-0.015358361774744034
2023-03-09,29000,29800,28900,29800,18506,0.032928942807625594
2023-03-10,29700,29700,28850,29000,20818,-0.02684563758389258
2023-03-13,28800,29000,27500,27550,84002,-0.050000000000000044
2023-03-14,27400,27500,26600,26850,36202,-0.025408348457350294
2023-03-15,27450,27450,26750,27300,28865,0.016759776536312776
2023-03-16,27250,27300,26700,26750,18304,-0.020146520146520186
2023-03-17,27000,27350,26850,26850,19828,0.0037383177570093906
2023-03-20,26850,27350,26500,26600,23311,-0.009310986964618295
2023-03-21,26600,26900,26550,26850,18853,0.009398496240601517
2023-03-22,26850,27050,26650,27000,18482,0.005586592178770999
2023-03-23,27000,27000,26600,26600,23176,-0.014814814814814836
2023-03-24,26600,26700,26250,26350,24486,-0.009398496240601517
2023-03-27,26350,26500,25800,26000,22168,-0.013282732447817858
2023-03-28,25900,26400,25800,26250,22771,0.009615384615384581
2023-03-29,26250,26550,26100,26200,18529,-0.0019047619047618536
2023-03-30,26200,26250,25800,26000,28712,-0.007633587786259555
