Date,Open,High,Low,Close,Volume,Change
2023-01-02,11000,11400,10400,10500,39352,-0.045454545454545414
2023-01-03,10300,10500,10100,10400,24501,-0.00952380952380949
2023-01-04,10300,10600,10200,10500,11785,0.009615384615384581
2023-01-05,10600,10800,10500,10600,12294,0.00952380952380949
2023-01-06,10600,10900,10400,10700,6977,0.009433962264151052
2023-01-09,10850,11650,10800,11600,38460,0.08411214953271018
2023-01-10,11800,12050,11500,11800,38803,0.01724137931034475
2023-01-11,11900,12100,11600,11850,27756,0.004237288135593209
2023-01-12,11850,12450,11550,11900,111578,0.00421940928270037
2023-01-13,11850,13250,11550,13150,318790,0.10504201680672276
2023-01-16,13350,13850,12850,13200,211157,0.0038022813688212143
2023-01-17,13200,13300,12450,12550,149005,-0.0492424242424242
2023-01-18,12700,13400,12600,12750,235619,0.015936254980079667
2023-01-19,12950,13100,12350,13100,68429,0.027450980392156765
2023-01-20,14550,15750,14000,14150,1706334,0.08015267175572527
2023-01-25,14860,16030,14650,16030,1202322,0.13286219081272077
2023-01-26,17050,18750,15540,16530,1581834,0.031191515907673217
2023-01-27,16530,16980,16080,16620,452609,0.005444646098003547
2023-01-30,16520,17090,16300,17090,202854,0.02827918170878463
2023-01-31,16800,17820,16800,17820,271062,0.04271503803393806
2023-02-01,18000,18300,16210,16670,271576,-0.06453423120089785
2023-02-02,16700,17130,16130,16690,398623,0.0011997600479904946
2023-02-03,16590,16630,15820,16320,259025,-0.022168963451168366
2023-02-06,16260,16470,15730,16170,223552,-0.009191176470588203
2023-02-07,16290,17000,16290,16750,388906,0.035868893011750114
2023-02-08,17000,17220,16430,16530,284290,-0.013134328358208935
2023-02-09,16100,16250,15640,16050,273283,-0.029038112522686066
2023-02-10,15850,15850,15300,15360,224301,-0.04299065420560744
2023-02-13,15450,16390,14910,16150,420167,0.05143229166666674
2023-02-14,16300,16410,15650,15900,198414,-0.015479876160990669
2023-02-15,15990,15990,14950,15140,257162,-0.04779874213836477
2023-02-16,15290,15350,14900,15100,133851,-0.0026420079260237594
2023-02-17,15090,15500,14800,15120,174641,0.0013245033112583293
2023-02-20,15190,15700,15190,15550,190783,0.028439153439153486
2023-02-21,15900,15900,15560,15800,166867,0.016077170418006492
2023-02-22,15610,15660,15100,15240,95822,-0.03544303797468351
2023-02-23,15490,17900,15460,17150,1732381,0.12532808398950124
