Date,Open,High,Low,Close,Volume,Change
2023-01-02,5910,5960,5660,5710,403898,-0.01551724137931032
2023-01-03,5650,5950,5640,5880,515787,0.02977232924693518
2023-01-04,5820,5920,5800,5860,215729,-0.003401360544217691
2023-01-05,5900,5910,5600,5680,423983,-0.030716723549488067
2023-01-06,5610,5800,5600,5780,506598,0.01760563380281699
2023-01-09,5820,5840,5700,5710,357188,-0.01211072664359858
2023-01-10,5740,5830,5680,5720,241532,0.0017513134851139256
2023-01-11,5770,5910,5770,5820,331489,0.0174825174825175
2023-01-12,5850,6530,5760,6010,4425935,0.03264604810996574
2023-01-13,6050,6120,5970,6010,485439,0.0
2023-01-16,6000,6170,5940,6100,514385,0.014975041597337757
2023-01-17,6100,6140,5960,5970,326960,-0.021311475409836023
2023-01-18,5970,6040,5870,6000,236800,0.005025125628140614
2023-01-19,5920,6000,5900,5900,199712,-0.01666666666666672
2023-01-20,5890,6040,5860,5970,295451,0.011864406779660941
2023-01-25,6030,6070,5930,5930,310415,-0.00670016750418756
2023-01-26,6000,6180,5780,5820,1149453,-0.018549747048903886
2023-01-27,5890,5890,5810,5840,227533,0.0034364261168384758
2023-01-30,5840,5940,5800,5910,354715,0.011986301369863117
2023-01-31,5850,5940,5810,5850,344780,-0.010152284263959421
2023-02-01,5860,6090,5860,6060,798146,0.03589743589743599
2023-02-02,6170,6170,6030,6080,460321,0.0033003300330032292
2023-02-03,6110,6220,6070,6110,758888,0.004934210526315708
2023-02-06,6120,6120,5900,5910,601866,-0.032733224222585955
2023-02-07,5910,6040,5900,6040,448076,0.021996615905245376
2023-02-08,6090,6140,6020,6050,461952,0.0016556291390728006
2023-02-09,6010,6300,6010,6250,1377743,0.03305785123966931
2023-02-10,6250,6250,5930,6160,1362667,-0.014399999999999968
2023-02-13,6260,6400,6100,6330,1624591,0.02759740259740262
2023-02-14,6520,6670,6390,6400,2549905,0.011058451816745585
2023-02-15,6450,6520,6340,6410,946237,0.0015624999999999112
2023-02-16,6500,6580,6430,6540,876946,0.020280811232449292
2023-02-17,6440,6560,6360,6370,680926,-0.025993883792048922
2023-02-20,6370,6370,6180,6280,546546,-0.014128728414442682
2023-02-21,6280,6320,6140,6170,652236,-0.017515923566879033
2023-02-22,6070,6190,6040,6150,523682,-0.0032414910858995505
2023-02-23,6190,6220,6000,6030,757581,-0.019512195121951237
2023-02-24,6050,6090,5900,5960,562850,-0.011608623548922004
2023-02-27,5910,6080,5900,6040,364759,0.01342281879194629
2023-02-28,6120,6120,6010,6030,307118,-0.0016556291390728006
2023-03-02,6030,6050,5910,5940,415003,-0.014925373134328401
2023-03-03,6000,6040,5950,6010,279889,0.011784511784511675
2023-03-06,6010,6090,5960,6080,430417,0.011647254575707144
2023-03-07,6060,6150,6040,6080,362524,0.0
2023-03-08,6020,6050,5940,5980,370367,-0.016447368421052655
2023-03-09,6020,6100,5880,5990,549309,0.0016722408026756952
2023-03-10,6010,6150,5920,5920,1055951,-0.011686143572620988
2023-03-13,5810,5900,5610,5720,549154,-0.03378378378378377
2023-03-14,5730,5740,5410,5410,500727,-0.054195804195804165
2023-03-15,5530,5570,5460,5460,221525,0.009242144177449063
2023-03-16,5460,5460,5240,5380,512484,-0.0146520146520146
2023-03-17,5480,5620,5430,5610,312456,0.04275092936802971
2023-03-20,5610,5640,5480,5500,322632,-0.019607843137254943
2023-03-21,5620,5620,5500,5510,208711,0.0018181818181817189
2023-03-22,5570,5630,5380,5390,489537,-0.02177858439201452
2023-03-23,5340,5410,5280,5300,492827,-0.016697588126159513
2023-03-24,5330,5500,5310,5430,429085,0.02452830188679256
2023-03-27,5440,5470,5300,5420,406291,-0.0018416206261510082
2023-03-28,5390,5640,5390,5640,563083,0.040590405904058935
2023-03-29,5640,5770,5500,5580,610668,-0.010638297872340385
2023-03-30,5620,5680,5600,5650,323578,0.012544802867383575
2023-03-31,5750,5750,5550,5590,405552,-0.010619469026548645
2023-04-03,5590,5660,5520,5650,369735,0.01073345259391778
2023-04-04,5640,5670,5520,5550,358468,-0.017699115044247815
2023-04-05,5510,5670,5490,5630,316850,0.01441441441441449
2023-04-06,5630,5630,5410,5440,368831,-0.03374777975133214
2023-04-07,5490,5550,5380,5410,264752,-0.005514705882352922
2023-04-10,5490,5530,5280,5300,677186,-0.020332717190388205
2023-04-11,5290,5380,5200,5350,502657,0.009433962264151052
2023-04-12,5400,5510,5330,5450,672371,0.01869158878504673
2023-04-13,5530,5550,5420,5490,545238,0.007339449541284404
2023-04-14,5500,5570,5440,5450,354945,-0.007285974499089298
2023-04-17,5380,5440,5300,5400,497635,-0.00917431192660545
2023-04-18,5400,5400,5300,5370,359345,-0.005555555555555536
2023-04-19,5350,5390,5300,5370,398414,0.0
2023-04-20,5370,5370,5190,5200,589053,-0.03165735567970207
2023-04-21,5190,5240,5060,5080,314203,-0.023076923076923106
2023-04-24,5050,5100,4950,4995,321265,-0.0167322834645669
2023-04-25,4990,5040,4840,4910,444258,-0.017017017017016967
2023-04-26,5100,5580,5090,5250,4514469,0.06924643584521384
2023-04-27,5240,5270,5100,5140,592938,-0.020952380952380945
2023-04-28,5230,5600,5230,5260,1264608,0.023346303501945442
2023-05-02,5360,5400,5260,5280,327313,0.0038022813688212143
2023-05-03,5240,5330,5100,5280,342044,0.0
2023-05-04,5250,5270,5190,5250,204469,-0.005681818181818232
2023-05-08,5280,5330,5220,5260,291624,0.0019047619047618536
2023-05-09,5240,5310,5180,5270,215421,0.0019011406844107182
2023-05-10,5250,5340,5210,5260,333007,-0.00189753320683117
2023-05-11,5300,5350,5240,5280,406864,0.0038022813688212143
2023-05-12,5300,5430,5280,5360,467751,0.015151515151515138
2023-05-15,5370,5440,5320,5350,388454,-0.001865671641791078
2023-05-16,5400,5410,5270,5280,446317,-0.013084112149532756
2023-05-17,5240,5350,5190,5300,267621,0.0037878787878788955
2023-05-18,5330,5330,5270,5300,208066,0.0
2023-05-19,5320,5440,5320,5350,366966,0.009433962264151052
2023-05-22,5390,5400,5330,5370,264543,0.0037383177570093906
2023-05-23,5450,5560,5430,5460,556115,0.016759776536312776
2023-05-24,5460,5680,5410,5590,801182,0.023809523809523725
2023-05-25,5590,5640,5540,5590,386489,0.0
2023-05-26,5640,5680,5590,5640,384633,0.008944543828264706
2023-05-30,5650,5680,5570,5650,378665,0.0017730496453900457
2023-05-31,5650,5750,5580,5610,515317,-0.0070796460176991705
2023-06-01,5650,5760,5590,5740,466910,0.02317290552584672
2023-06-02,5730,5750,5550,5590,473177,-0.026132404181184676
2023-06-05,5620,5640,5500,5550,296828,-0.007155635062611854
2023-06-07,5550,5730,5550,5640,582201,0.016216216216216273
2023-06-08,5670,5860,5650,5810,916613,0.03014184397163122
2023-06-09,5840,5850,5700,5810,474916,0.0
