Date,Open,High,Low,Close,Volume,Change
2023-01-02,13150,13350,12450,12450,142978,-0.060377358490566024
2023-01-03,12250,12500,12200,12350,84598,-0.008032128514056214
2023-01-04,12350,12700,12350,12650,70871,0.02429149797570851
2023-01-05,12650,13000,12650,12900,29189,0.01976284584980248
2023-01-06,12850,13100,12650,12750,57346,-0.011627906976744207
2023-01-09,12850,13100,12850,13050,36939,0.0235294117647058
2023-01-10,13050,13100,12850,12900,46833,-0.011494252873563204
2023-01-11,12950,12950,12750,12800,61134,-0.007751937984496138
2023-01-12,12850,12900,12700,12800,67423,0.0
2023-01-13,12800,13050,12800,12950,46874,0.01171875
2023-01-16,13000,13050,12900,12950,66970,0.0
2023-01-17,13000,13050,12850,12900,42591,-0.0038610038610038533
2023-01-18,12900,12900,12750,12850,39505,-0.003875968992248069
2023-01-19,12750,12950,12750,12900,31722,0.0038910505836575737
2023-01-20,12850,13000,12850,13000,24629,0.007751937984496138
2023-01-25,13100,13100,12870,12890,77843,-0.00846153846153841
2023-01-26,12890,12950,12820,12880,66304,-0.0007757951900698723
2023-01-27,12900,12950,12860,12910,62986,0.0023291925465838137
2023-01-30,12950,13160,12910,13070,67385,0.012393493415956636
2023-01-31,12950,13070,12950,13050,49801,-0.0015302218821728886
2023-02-01,13100,13150,13020,13020,54305,-0.0022988505747126853
2023-02-02,13120,13170,12990,13060,96181,0.003072196620583778
2023-02-03,13130,13150,13040,13150,36368,0.006891271056661541
2023-02-06,13170,13180,13070,13120,41075,-0.0022813688212928174
2023-02-07,13120,13160,13040,13140,44585,0.0015243902439023849
2023-02-08,13150,13170,12990,13010,99100,-0.009893455098934578
2023-02-09,13020,13040,12850,12870,99425,-0.010760953112989968
2023-02-10,12900,12940,12720,12780,112582,-0.006993006993006978
2023-02-13,12780,12780,12570,12620,94820,-0.012519561815336422
2023-02-14,12640,12660,12610,12650,40499,0.002377179080824021
2023-02-15,12620,12680,12500,12500,115640,-0.011857707509881465
2023-02-16,12490,12620,12410,12550,124230,0.0040000000000000036
2023-02-17,12500,12640,12430,12560,46509,0.0007968127490038945
2023-02-20,12560,12680,12520,12650,61562,0.007165605095541316
2023-02-21,12620,12740,12600,12640,56136,-0.0007905138339920903
2023-02-22,12620,12650,12540,12570,78331,-0.005537974683544333
2023-02-23,12580,12640,12530,12590,36366,0.0015910898965791898
2023-02-24,12600,12610,12460,12530,54796,-0.004765687053216894
2023-02-27,12520,12520,12210,12380,117446,-0.011971268954509173
2023-02-28,12380,12420,12200,12250,185318,-0.01050080775444262
2023-03-02,12250,12430,12240,12380,56929,0.010612244897959089
2023-03-03,12420,12470,12300,12430,58190,0.0040387722132471104
2023-03-06,12430,12430,12300,12350,76761,-0.006436041834271933
2023-03-07,12380,12380,12280,12300,50601,-0.004048582995951455
2023-03-08,12260,12260,12180,12190,57921,-0.00894308943089428
2023-03-09,12200,12260,12020,12040,102260,-0.012305168170631653
2023-03-10,12010,12010,11750,11790,139210,-0.020764119601328956
2023-03-13,11730,11760,11540,11660,81365,-0.011026293469041604
2023-03-14,11600,11610,11270,11300,116362,-0.030874785591766707
2023-03-15,11310,11410,11310,11330,68089,0.0026548672566371057
2023-03-16,11260,11300,10970,11160,78522,-0.015004413062665534
2023-03-17,11250,11420,11210,11270,68091,0.009856630824372825
2023-03-20,11250,11440,11200,11340,47307,0.006211180124223503
2023-03-21,11350,11450,11330,11400,48899,0.005291005291005346
2023-03-22,11400,11480,11270,11300,45121,-0.00877192982456143
2023-03-23,11300,11300,11160,11290,52938,-0.0008849557522123686
2023-03-24,11290,11340,11220,11300,29093,0.0008857395925598865
2023-03-27,11300,11320,11110,11110,47161,-0.016814159292035447
2023-03-28,11150,11280,11110,11180,47116,0.006300630063006407
2023-03-29,11220,11960,11210,11580,75045,0.035778175313059046
2023-03-30,11580,11700,11480,11680,70125,0.008635578583765069
2023-03-31,11780,12000,11690,11770,107831,0.0077054794520547976
2023-04-03,11780,12020,11760,11790,82952,0.001699235344095218
2023-04-04,11810,12010,11810,11930,69515,0.01187446988973706
2023-04-05,11820,11980,11810,11870,54687,-0.005029337803855838
2023-04-06,11850,11900,11620,11630,81199,-0.020219039595619215
2023-04-07,11730,11730,11590,11620,46160,-0.0008598452278589797
2023-04-10,11740,11740,11420,11460,85373,-0.013769363166953541
2023-04-11,11490,11820,11460,11780,70050,0.027923211169284423
2023-04-12,11810,11900,11740,11880,66328,0.008488964346349714
2023-04-13,11870,11870,11300,11700,89031,-0.015151515151515138
2023-04-14,11760,11780,11560,11630,110542,-0.005982905982905962
2023-04-17,11580,11800,11560,11750,104537,0.010318142734307756
2023-04-18,11760,11860,11690,11840,110822,0.007659574468085184
2023-04-19,11850,11920,11770,11850,139520,0.0008445945945945166
2023-04-20,11850,11950,11690,11750,95873,-0.008438818565400852
2023-04-21,11700,11830,11670,11830,66747,0.006808510638297793
2023-04-24,11820,11820,11570,11570,108284,-0.02197802197802201
2023-04-25,11540,11620,11330,11400,126176,-0.014693171996542742
2023-04-26,11400,11470,11260,11360,60295,-0.0035087719298245723
2023-04-27,11360,11360,11250,11270,57823,-0.007922535211267623
2023-04-28,11290,12410,11150,11350,629768,0.00709849157054121
2023-05-02,11290,11430,11280,11350,79672,0.0
2023-05-03,11310,11350,11190,11220,111029,-0.011453744493392093
2023-05-04,11220,11250,11140,11210,68534,-0.0008912655971479166
2023-05-08,11230,11420,11210,11400,72881,0.016949152542372836
2023-05-09,11430,11460,11330,11360,46318,-0.0035087719298245723
2023-05-10,11370,11400,11330,11330,46035,-0.002640845070422504
2023-05-11,11330,11430,11330,11390,43171,0.005295675198587757
2023-05-12,11420,11420,11290,11360,45659,-0.0026338893766462146
2023-05-15,11360,11380,11270,11350,31018,-0.0008802816901408717
2023-05-16,11320,11350,11240,11260,43607,-0.007929515418502175
2023-05-17,11250,11280,11190,11200,58390,-0.005328596802841923
2023-05-18,11300,11300,11170,11200,68561,0.0
2023-05-19,11200,11250,11170,11230,54303,0.00267857142857153
2023-05-22,11280,11340,11240,11330,40395,0.008904719501335645
2023-05-23,11300,11380,11300,11340,50093,0.0008826125330980705
2023-05-24,11290,11360,11290,11340,38965,0.0
2023-05-25,11330,11380,11210,11250,62106,-0.007936507936507908
2023-05-26,11250,11280,11170,11180,68821,-0.00622222222222224
2023-05-30,11170,11240,11170,11230,33674,0.004472271914132353
2023-05-31,11230,11270,11180,11180,46793,-0.0044523597506678225
2023-06-01,11250,11250,11170,11180,42854,0.0
2023-06-02,11180,11290,11180,11290,55481,0.009838998211091132
2023-06-05,11300,11390,11240,11330,71360,0.003542958370239102
2023-06-07,11340,11420,11220,11260,75809,-0.0061782877316858276
2023-06-08,11280,11290,11190,11210,72508,-0.004440497335701621
2023-06-09,11230,11390,11220,11370,77505,0.014272970561998166
