Date,Open,High,Low,Close,Volume,Change
2023-01-02,95300,96000,89900,90800,36465,-0.04016913319238902
2023-01-03,90800,92500,89500,91600,16541,0.008810572687224738
2023-01-04,91100,98400,89700,97800,38083,0.06768558951965065
2023-01-05,99000,99200,96200,97200,20133,-0.006134969325153339
2023-01-06,96200,100000,96100,99900,27264,0.02777777777777768
2023-01-09,101300,102900,100300,102700,26198,0.028028028028028062
2023-01-10,101300,102900,100300,101000,15007,-0.0165530671859786
2023-01-11,102800,104800,102500,104300,30101,0.0326732673267327
2023-01-12,104300,104300,101200,101800,16330,-0.023969319271332723
2023-01-13,101300,102200,99800,101200,15666,-0.005893909626719096
2023-01-16,101700,102400,100200,102000,8111,0.007905138339920903
2023-01-17,101300,103000,100300,100800,19060,-0.0117647058823529
2023-01-18,100800,101800,99700,101600,11785,0.007936507936507908
2023-01-19,99900,102200,99800,101700,10119,0.0009842519685039353
2023-01-20,101500,103300,100200,102100,14749,0.003933136676499416
2023-01-25,103700,105900,103300,105200,26460,0.03036238981390804
2023-01-26,105200,105500,103700,104600,15451,-0.005703422053231932
2023-01-27,104700,104900,102900,103500,19635,-0.010516252390057379
2023-01-30,103500,105000,101400,104000,21255,0.004830917874396157
2023-01-31,103900,105900,102900,104000,30606,0.0
2023-02-01,104800,108900,104800,108800,31831,0.04615384615384621
2023-02-02,110000,113800,110000,111800,53825,0.02757352941176472
2023-02-03,111600,112600,109900,110900,23548,-0.00805008944543828
2023-02-06,109100,109100,105800,105900,21277,-0.04508566275924253
2023-02-07,105900,109300,105800,109200,16594,0.031161473087818692
2023-02-08,109300,111400,107700,109500,15444,0.0027472527472527375
2023-02-09,108200,109500,105700,106900,36933,-0.0237442922374429
2023-02-10,106500,108600,105600,107400,30794,0.00467726847521055
2023-02-13,107300,108100,105600,106000,26276,-0.013035381750465591
2023-02-14,106800,108000,106400,107600,20940,0.015094339622641506
2023-02-15,107600,109200,105500,106100,27088,-0.013940520446096616
2023-02-16,107900,114000,106500,113700,59618,0.07163053722902912
2023-02-17,112500,113900,111400,113300,39921,-0.0035180299032542273
2023-02-20,113100,117200,110600,116400,60992,0.027360988526037078
2023-02-21,116300,116400,108000,109600,77263,-0.05841924398625431
2023-02-22,107000,107500,103500,104100,102108,-0.050182481751824826
2023-02-23,104400,108600,104100,108300,56243,0.04034582132564846
2023-02-24,108300,108800,105400,106400,42130,-0.01754385964912286
2023-02-27,105300,105300,103300,104100,35879,-0.021616541353383423
2023-02-28,104300,106300,104200,106100,36090,0.019212295869356355
2023-03-02,106700,108200,103300,104100,59593,-0.018850141376060336
2023-03-03,104500,105300,101300,102400,50499,-0.016330451488952957
2023-03-06,102500,103800,101500,103700,46218,0.0126953125
2023-03-07,103500,103700,102100,103000,26962,-0.0067502410800385215
2023-03-08,102900,103400,101800,102900,37356,-0.000970873786407811
2023-03-09,103100,105000,100700,102000,43183,-0.008746355685131157
2023-03-10,101900,101900,97700,99300,39049,-0.026470588235294135
2023-03-13,99300,101500,98300,100300,25205,0.010070493454179319
2023-03-14,99000,100000,93900,95100,51134,-0.05184446660019937
2023-03-15,97000,97000,94900,96000,35760,0.009463722397476282
2023-03-16,94500,98300,93100,97000,24997,0.01041666666666674
2023-03-17,99700,105400,98100,103700,78940,0.06907216494845358
2023-03-20,103000,104400,97700,98700,62662,-0.04821600771456125
2023-03-21,98700,100100,97500,98400,22399,-0.003039513677811523
2023-03-22,98800,98900,96600,98600,23967,0.00203252032520318
2023-03-23,97600,100900,96200,100400,27658,0.018255578093306246
2023-03-24,101600,104100,98500,102400,80862,0.019920318725099584
2023-03-27,103000,104000,99500,100800,35790,-0.015625
2023-03-28,100800,104100,99800,103700,33557,0.028769841269841168
