Date,Open,High,Low,Close,Volume,Change
2023-01-02,13950,14800,13950,14400,212179,0.03971119133573997
2023-01-03,14250,16800,14250,16250,3006874,0.12847222222222232
2023-01-04,16000,16400,15750,16000,622943,-0.01538461538461533
2023-01-05,16000,16650,16000,16350,721727,0.02187500000000009
2023-01-06,16150,16200,15200,15300,441287,-0.06422018348623848
2023-01-09,15400,15700,15300,15550,217516,0.016339869281045694
2023-01-10,15600,15600,14750,14850,246578,-0.045016077170418
2023-01-11,15100,15350,14950,15200,149665,0.023569023569023573
2023-01-12,16100,16200,14750,14800,420890,-0.02631578947368418
2023-01-13,14900,16350,14550,15550,879966,0.05067567567567566
2023-01-16,15650,16350,15500,16250,633107,0.045016077170418
2023-01-17,16300,16500,15900,16450,360003,0.012307692307692353
2023-01-18,16600,17000,16050,16100,406725,-0.021276595744680882
2023-01-19,15900,16650,15700,16500,235365,0.024844720496894457
2023-01-20,16850,17250,16300,16550,388237,0.003030303030302939
2023-01-25,16660,16750,15850,16000,230636,-0.033232628398791486
2023-01-26,16100,16310,15670,15680,199210,-0.020000000000000018
2023-01-27,15840,16550,15750,16520,252366,0.0535714285714286
2023-01-30,16750,16910,16090,16850,339837,0.01997578692493951
2023-01-31,16800,16800,16330,16410,186982,-0.026112759643916905
2023-02-01,16960,17440,16580,17360,747657,0.0578915295551492
2023-02-02,17590,17930,17330,17790,621919,0.024769585253456183
2023-02-03,17770,17780,17100,17180,327659,-0.034288926363125305
2023-02-06,17020,17130,16530,16670,167470,-0.02968568102444702
2023-02-07,16670,16970,16550,16630,138808,-0.002399520095980767
2023-02-08,16800,16850,16460,16520,123177,-0.006614552014431729
2023-02-09,16530,16990,16530,16930,149337,0.024818401937046097
2023-02-10,16990,17200,16450,17160,196022,0.013585351447135352
2023-02-13,17210,17250,16650,16690,101698,-0.027389277389277433
2023-02-14,16620,16820,16000,16090,174773,-0.03594967046135411
2023-02-15,16270,16450,15690,15700,142874,-0.02423865755127408
2023-02-16,15750,16140,15750,15840,66944,0.008917197452229297
2023-02-17,15530,15700,15420,15420,95572,-0.02651515151515149
2023-02-20,15290,15630,15290,15430,60733,0.0006485084306095956
2023-02-21,15560,15560,15280,15280,58684,-0.009721322099805585
2023-02-22,15000,15190,14600,14660,115048,-0.04057591623036649
2023-02-23,14790,15320,14670,15000,90229,0.023192360163710735
2023-02-24,15050,15960,15000,15540,174692,0.03600000000000003
2023-02-27,15540,15650,15110,15220,60889,-0.020592020592020588
2023-02-28,15300,15700,15290,15430,91208,0.013797634691195881
2023-03-02,15500,15500,15010,15010,84840,-0.02721970187945566
2023-03-03,15160,15450,15030,15100,55287,0.005996002664889977
2023-03-06,15180,15200,14850,15000,74284,-0.0066225165562914245
2023-03-07,14970,14980,14710,14770,73918,-0.01533333333333331
2023-03-08,14600,14770,14500,14530,81502,-0.016249153689911977
2023-03-09,14500,14730,14170,14360,82920,-0.0116999311768754
2023-03-10,14230,14270,13880,13900,74199,-0.03203342618384397
2023-03-13,13700,13870,13430,13840,91540,-0.004316546762589968
2023-03-14,13840,13900,13000,13060,121879,-0.05635838150289019
2023-03-15,13210,13400,13000,13000,87998,-0.004594180704441064
2023-03-16,12800,12980,12500,12780,101309,-0.01692307692307693
2023-03-17,12930,13470,12910,13400,78189,0.04851330203442883
